"","file_name","cen_x","cen_y","zoom"
"512","../r02/Track 101",38.8608412,-94.62853535,16
"513","../r02/Track 102",38.85909985,-94.63178405,16
"514","../r02/Track 103",38.8637748,-94.62851875,15
"515","../r02/Track 104",38.85787155,-94.6318483,16
"516","../r02/Track 105",38.85909255,-94.6317363,16
"517","../r02/Track 106",38.8686415,-94.6397938,15
"518","../r02/Track 107",38.9688532,-94.60351855,15
"519","../r02/Track 108",38.8608155,-94.62712245,16
"520","../r02/Track 109",38.85792425,-94.63176345,16
"521","../r02/Track 110",38.86366505,-94.6316896,15
"522","../r02/Track 111",38.85902685,-94.6316497,16
"523","../r02/Track 112",38.86215225,-94.62645235,15
"524","../r02/Track 113",38.8590409,-94.63179775,16
"525","../r02/Track 114",38.8608022,-94.62721735,16
"526","../r02/Track 115",38.86082805,-94.6271528,16
"527","../r02/Track 116",38.85789325,-94.63179805,16
"528","../r02/Track 117",38.85789625,-94.6317508,16
"529","../r02/Track 118",38.86083655,-94.6285753,16
"530","../r02/Track 119",32.70777465,-117.166519,16
"531","../r02/Track 120",32.71283605,-117.16856305,15
"532","../r02/Track 121",38.85792255,-94.63185355,16
"533","../r02/Track 122",38.8636317,-94.63169705,15
"534","../r02/Track 123",38.85687655,-94.63171315,17
"535","../r02/Track 124",38.87888735,-94.70914535,15
"536","../r02/Track 125",38.85791315,-94.63177845,16
"537","../r02/Track 126",38.858969,-94.631696,16
"538","../r02/Track 127",38.8687687,-94.6397182,15
"539","../r02/Track 128",38.86075085,-94.62855365,16
"540","../r02/Track 129",38.8590435,-94.6316833,16
"541","../r02/Track 130",38.85671285,-94.63162435,17
"542","../r02/Track 131",38.8608641,-94.628509,16
"543","../r02/Track 132",38.86363615,-94.63161995,15
"544","../r02/Track 133",38.860818,-94.6269364,16
"545","../r02/Track 134",38.9273267,-94.62348495,16
"546","../r02/Track 135",38.85678165,-94.63176735,17
"547","../r02/Track 136",38.8578831,-94.6317666,16
"548","../r02/Track 137",38.85791135,-94.63178705,16
"549","../r02/Track 138",38.85677215,-94.63168915,17
"550","../r02/Track 139",38.86085255,-94.62856275,16
"551","../r02/Track 140",39.0045622,-94.5300087,15
"552","../r02/Track 141",38.8568003,-94.63173845,17
"553","../r02/Track 142",38.86361265,-94.6316669,15
"554","../r02/Track 143",38.86084295,-94.6285089,16
"555","../r02/Track 150",48.85609955,2.29803225,16
"556","../r01/Track 001",38.85924255,-94.635667,17
"557","../r01/Track 002",38.86359485,-94.6317864,15
"558","../r01/Track 003",38.8613637,-94.63068355,18
"559","../r01/Track 004",38.86144905,-94.63062595,18
"560","../r01/Track 005",38.8592657,-94.6341446,16
"561","../r01/Track 006",38.86369445,-94.6315207,15
"562","../r01/Track 007",38.8682686,-94.6316445,15
"563","../r01/Track 008",38.86133365,-94.6317238,16
"564","../r01/Track 009",38.8944983,-94.6360856,13
"565","../r01/Track 010",38.8944209,-94.6360856,13
"566","../r01/Track 011",38.9272926,-94.62350615,16
"567","../r01/Track 012",38.86070895,-94.6323239,16
"568","../r01/Track 013",38.8607152,-94.62831565,15
"569","../r01/Track 014",38.85995125,-94.6292125,15
"570","../r01/Track 015",38.90134515,-94.6476805,19
"571","../r01/Track 016",38.90661385,-94.6406648,15
"572","../r01/Track 017",38.90133745,-94.64774385,19
"573","../r01/Track 018",38.2237694,-94.6033149,18
"574","../r01/Track 019",38.8581617,-94.63441285,17
"575","../r01/Track 020",38.86088965,-94.6285156,16
"576","../r01/Track 021",38.86083035,-94.62865855,16
"577","../r01/Track 022",38.9789442,-94.8048916,16
"578","../r01/Track 023",38.8579221,-94.6318568,16
"579","../r01/Track 024",38.85776305,-94.63232595,16
"580","../r01/Track 025",33.47840645,-81.96394275,16
"581","../r01/Track 026",33.47981035,-81.9676793,19
"582","../r01/Track 027",38.5133231,-94.6796195,15
"583","../r01/Track 028",38.85776235,-94.63180815,16
"584","../r01/Track 029",38.64397165,-94.6962833,18
"585","../r01/Track 030",38.642816,-94.6960957,18
"586","../r01/Track 031",38.64413545,-94.6959418,18
"587","../r01/Track 032",38.64408895,-94.6975446,18
"588","../r01/Track 033",38.86094115,-94.62719125,16
"589","../r01/Track 034",38.8746551,-94.69351295,15
"590","../r01/Track 035",38.8799867,-94.6922176,18
"591","../r01/Track 036",38.8635707,-94.63168065,15
"592","../r01/Track 037",36.6088476,-93.30753875,17
"593","../r01/Track 038",36.60928775,-93.3104115,17
"594","../r01/Track 039",38.86092395,-94.6365061,16
"595","../r01/Track 040",38.85737885,-94.63367065,17
"596","../r01/Track 041",38.8584121,-94.63648715,17
"597","../r01/Track 042",38.85737085,-94.6344533,18
"598","../r01/Track 043",38.8585537,-94.63173245,17
"599","../r01/Track 044",38.85856265,-94.6306606,17
"600","../r01/Track 045",38.86199875,-94.62709045,15
"601","../r01/Track 046",38.86392165,-94.6398997,15
"602","../r01/Track 047",38.86106035,-94.64358755,16
"603","../r01/Track 048",38.85925945,-94.63585575,17
"604","../r01/Track 049",38.860845,-94.62715455,16
"605","../r01/Track 050",38.85916305,-94.63566335,17
"606","../r01/Track 051",38.8592435,-94.63538695,17
"607","../r01/Track 052",38.86580535,-94.62714645,15
"608","../r01/Track 053",38.8655815,-94.6348519,15
"609","../r01/Track 054",38.86832195,-94.63428785,15
"610","../r01/Track 055",38.86085895,-94.62715035,16
"611","../r01/Track 056",38.86685815,-94.6396719,15
"612","../r01/Track 057",38.8627499,-94.64349285,16
"613","../r01/Track 058",38.8725203,-94.653085,14
"614","../r01/Track 059",38.9688755,-94.6019944,15
"615","../r01/Track 061",38.857945,-94.6316037,16
"616","../r01/Track 062",38.85790155,-94.63180825,16
"617","../r01/Track 063",38.8567512,-94.63176725,17
"618","../r01/Track 064",38.86281005,-94.6275695,15
"619","../r01/Track 065",38.8635879,-94.6316372,15
"620","../r01/Track 066",38.8592853,-94.6355876,17
"621","../r01/Track 067",38.86864795,-94.6397476,15
"622","../r01/Track 068",38.86104485,-94.64303285,16
"623","../r01/Track 069",38.8637815,-94.6283747,15
"624","../r01/Track 071",38.85922485,-94.6356816,17
"625","../r01/Track 072",38.86082865,-94.6299132,17
"626","../r01/Track 073",38.85919475,-94.63577005,17
"627","../r01/Track 074",38.8592158,-94.63541255,17
"628","../r01/Track 075",38.86424075,-94.6317182,15
"629","../r01/Track 076",38.85794995,-94.63181505,16
"630","../r01/Track 077",38.85927485,-94.6354655,17
"631","../r01/Track 078",38.86492975,-94.63170285,15
"632","../r01/Track 079",38.8600167,-94.631789,17
"633","../r01/Track 080",38.85921065,-94.63544875,17
"634","../r01/Track 081",38.85675595,-94.6317719,17
"635","../r01/Track 082",38.9013827,-94.64776135,19
"636","../r01/Track 083",38.9035689,-94.64432065,16
"637","../r01/Track 084",38.9013545,-94.6478593,19
"638","../r01/Track 085",38.90138515,-94.6477559,19
"639","../r01/Track 086",38.8385386,-94.7585749,17
"640","../r01/Track 087",38.85923855,-94.6355541,17
"641","../r01/Track 088",38.86082985,-94.62855245,16
"642","../r01/Track 089",38.86079585,-94.62719905,16
"643","../r01/Track 090",38.86084785,-94.6317091,17
"644","../r01/Track 091",38.8636381,-94.63168225,15
"645","../r01/Track 092",38.86039805,-94.6319819,17
"646","../r01/Track 093",38.85785,-94.63174215,16
"647","../r01/Track 094",38.86073665,-94.628589,16
"648","../r01/Track 095",38.86316715,-94.63074735,19
"649","../r01/Track 096",38.8615218,-94.63071015,18
"650","../r01/Track 097",38.8595928,-94.63071675,19
"651","../r01/Track 098",38.85880375,-94.63137375,19
"652","../r01/Track 099",38.86356165,-94.6317109,15
"653","../r01/Track 100",28.4137425,-81.46573235,16
"654","../r01/Track 101",28.4154261,-81.463424,16
"655","../r01/Track 102",38.8568642,-94.6317355,17
"656","../r01/Track 103",38.8608582,-94.6285403,16
"657","../r01/Track 104",38.8567632,-94.63174355,17
